keywords,counts,years
network coding,3,2010
ofdm,3,2010
optical coherence tomography,3,2010
order imbalance,3,2010
pattern recognition,3,2010
pedot,3,2010
pemfc,3,2010
power,3,2010
reverse engineering,3,2010
rfid,3,2010
rotating drum,3,2010
salmonella,3,2010
social network,3,2010
supramolecular,3,2010
surface plasmon,3,2010
text mining,3,2010
zebrafish,3,2010
中國大陸,3,2010
中風,3,2010
乳房超音波,3,2010
二氧化鈦,3,2010
五力分析,3,2010
企業社會責任,3,2010
休閒農場,3,2010
social network,6,2011
併購,6,2011
染料敏化太陽能電池,6,2011
表面電漿子,6,2011
超音波,6,2011
database marketing,5,2011
graphene,5,2011
hepatocellular carcinoma,5,2011
plant factory,5,2011
schizophrenia,5,2011
二氧化鈦,5,2011
功率放大器,5,2011
大腸直腸癌,5,2011
智慧型手機,5,2011
植物工廠,5,2011
無線感測網路,5,2011
肝癌,5,2011
阿拉伯芥,5,2011
air pollution,4,2011
arabidopsis thaliana,4,2011
business model,4,2011
cognitive radio networks,4,2011
debris flow,4,2011
diversification,4,2011
e-commerce,4,2011
flyback converter,4,2011
gastric cancer,4,2011
ifrs,4,2011
information asymmetry,4,2011
lung cancer,4,2011
smartphone,4,2011
solar cell,4,2011
stroke,4,2011
wireless sensor network,4,2011
中風,4,2011
光子晶體,4,2011
口腔癌,4,2011
國際會計準則,4,2011
多角化,4,2011
太陽能電池,4,2011
幾丁聚醣,4,2011
無線感測器網路,4,2011
發光二極體,4,2011
社群網路,4,2011
線蟲,4,2011
胃癌,4,2011
表面電漿,4,2011
資料庫行銷,4,2011
資訊不對稱,4,2011
返馳式轉換器,4,2011
電子商務,4,2011
颱風,4,2011
1,3,2011
adsorption,3,2011
biped robot,3,2011
c. elegans,3,2011
cadmium,3,2011
cell migration,3,2011
chitosan,3,2011
corporate governance,3,2011
c型肝炎病毒,3,2011
dengue virus,3,2011
digital convergence,3,2011
divided government,3,2011
dye-sensitized solar cells,3,2011
electrospinning,3,2011
energy efficiency,3,2011
"gastric cancer,helicobacter pylori",3,2011
genetic algorithm,3,2011
globalization,3,2011
influenza virus,3,2011
interactivity,3,2011
internet,3,2011
khv,3,2011
"khv,cyhv-3",3,2011
microcystis,3,2011
nervous necrosis virus,3,2011
network attack and defense,3,2011
ofdm,3,2011
photonic crystal,3,2011
physical design,3,2011
pll,3,2011
polymer solar cells,3,2011
power amplifier,3,2011
renewable energy,3,2011
rice,3,2011
sumo,3,2011
system identification,3,2011
taiwan,3,2011
tdr,3,2011
tio2,3,2011
ultrasonography,3,2011
ultrasound,3,2011
vibrio parahaemolyticus,3,2011
wind turbine,3,2011
wireless sensor networks,3,2011
zebrafish,3,2011
zno,3,2011
α-helix,3,2011
中小企業,3,2011
graphene,6,2012
hepatitis b virus,6,2012
surface plasmon,6,2012
公司治理,6,2012
石墨烯,6,2012
超音波,6,2012
arsenic,5,2012
bicycle,5,2012
breast cancer,5,2012
depression,5,2012
eb病毒,5,2012
lung cancer,5,2012
oled,5,2012
rice,5,2012
smartphone,5,2012
乳癌,5,2012
低雜訊放大器,5,2012
功率放大器,5,2012
日本鰻,5,2012
氧化鋅,5,2012
水稻,5,2012
砷,5,2012
肺癌,5,2012
自行車,5,2012
表面電漿子,5,2012
雲端運算,5,2012
風力發電,5,2012
高分子太陽能電池,5,2012
acrylamide,4,2012
autophagy,4,2012
business model,4,2012
b型肝炎病毒,4,2012
cmos,4,2012
density functional theory,4,2012
diffusiophoresis,4,2012
ebv,4,2012
electrospinning,4,2012
ipmc,4,2012
metabolic syndrome,4,2012
ofdm,4,2012
parkinson’s disease,4,2012
patent,4,2012
pedestrian detection,4,2012
polymer solar cells,4,2012
power amplifier,4,2012
social network,4,2012
ultrasound,4,2012
zno,4,2012
丙烯醯胺,4,2012
五力分析,4,2012
代謝症候群,4,2012
併購,4,2012
兩岸關係,4,2012
專利,4,2012
憂鬱症,4,2012
推薦系統,4,2012
擴散泳,4,2012
無線感測網路,4,2012
精神分裂症,4,2012
蝴蝶蘭,4,2012
行人偵測,4,2012
超穎材料,4,2012
超音波影像,4,2012
長期照護,4,2012
陀螺儀,4,2012
颱風,4,2012
action recognition,3,2012
adolescents,3,2012
advanced high strength steel,3,2012
aedes aegypti,3,2012
agency problems,3,2012
asthma,3,2012
autism spectrum disorders,3,2012
bim,3,2012
biodiesel,3,2012
brand equity,3,2012
brownian motion,3,2012
cell migration,3,2012
chitosan,3,2012
climate change,3,2012
collaborative attack,3,2012
corporate social responsibility,3,2012
c型肝炎病毒,3,2012
design,3,2012
earnings management,3,2012
electric vehicle,3,2012
electrophoresis,3,2012
entry mode,3,2012
epstein-barr virus,3,2012
gan,3,2012
green building,3,2012
gyroscope,3,2012
head and neck cancer,3,2012
heath–jarrow–morton model,3,2012
heath–jarrow–morton模型,3,2012
hepatocellular carcinoma (hcc),3,2012
innovation,3,2012
"ipmc,deformable mirror",3,2012
japanese eel,3,2012
lna,3,2012
精神分裂症,6,2013
肝細胞癌,6,2013
arabidopsis,5,2013
cancer,5,2013
climate change,5,2013
colorectal cancer,5,2013
corporate governance,5,2013
led,5,2013
rheumatoid arthritis,5,2013
ruthenium,5,2013
social network,5,2013
公司治理,5,2013
大腸直腸癌,5,2013
無線感測網路,5,2013
質子交換膜燃料電池,5,2013
android,4,2013
autophagy,4,2013
b型肝炎病毒,4,2013
c型肝炎病毒,4,2013
financial crisis,4,2013
klebsiella pneumoniae,4,2013
low power,4,2013
m2m,4,2013
machine learning,4,2013
mems,4,2013
physical design,4,2013
power amplifier,4,2013
strawberry,4,2013
二十二碳六烯酸,4,2013
克雷伯氏肺炎桿菌,4,2013
功率放大器,4,2013
實體設計,4,2013
染料敏化太陽能電池,4,2013
氧化鋅,4,2013
異質網路,4,2013
痲瘋樹,4,2013
社群網路,4,2013
糖尿病,4,2013
細胞自噬,4,2013
線蟲,4,2013
草莓,4,2013
螢光奈米鑽石,4,2013
鋰離子電池,4,2013
電子商務,4,2013
4g,3,2013
adlay bran,3,2013
alzheimer’s disease,3,2013
bamboo,3,2013
big data,3,2013
blind channel estimation,3,2013
business plan,3,2013
c. elegans,3,2013
chitosan,3,2013
data mining,3,2013
database marketing,3,2013
diabetes mellitus,3,2013
dna,3,2013
docosahexaenoic acid,3,2013
dye-sensitized solar cell,3,2013
e-commerce,3,2013
eb病毒,3,2013
electrophoresis,3,2013
electrospinning,3,2013
epstein-barr virus (ebv),3,2013
facebook,3,2013
fpga,3,2013
giardia lamblia,3,2013
graphene,3,2013
group preserving schemes (gps),3,2013
harmonic generation microscopy,3,2013
hbv,3,2013
hcv,3,2013
high temperature,3,2013
hypoxia,3,2013
image processing,3,2013
mobile application,3,2013
myocardial infarction,3,2013
national health insurance,3,2013
pedestrian detection,3,2013
pipelined adc,3,2013
plant factory,3,2013
reverse supply chain,3,2013
rice,3,2013
risk,3,2013
risk management,3,2013
smartphone,3,2013
social network analysis,3,2013
sofc,3,2013
triphenylamine,3,2013
urban renewal,3,2013
wireless sensor network,3,2013
zno,3,2013
三維積體電路,3,2013
三苯胺,3,2013
中小企業,3,2013
中風,3,2013
低功率,3,2013
低雜訊放大器,3,2013
併購,3,2013
倍頻顯微術,3,2013
taiwan,6,2014
android,5,2014
big data,5,2014
biomass,5,2014
business plan,5,2014
construction industry,5,2014
corporate governance,5,2014
ebv,5,2014
light field,5,2014
phalaenopsis,5,2014
plant factory,5,2014
schizophrenia,5,2014
公司治理,5,2014
太陽能,5,2014
推薦系統,5,2014
植物工廠,5,2014
肝癌,5,2014
肝細胞癌,5,2014
蝴蝶蘭,5,2014
金奈米粒子,5,2014
釕金屬,5,2014
鋰離子電池,5,2014
aging,4,2014
antrodia cinnamomea,4,2014
arabidopsis,4,2014
arsenic,4,2014
breast cancer,4,2014
climate change,4,2014
ipo,4,2014
oled,4,2014
physical design,4,2014
real earnings management,4,2014
social network,4,2014
乳癌,4,2014
二氧化鈦,4,2014
光場,4,2014
大腸直腸癌,4,2014
實體設計,4,2014
微流道,4,2014
思覺失調症,4,2014
斑馬魚,4,2014
有機發光二極體,4,2014
染料敏化太陽能電池,4,2014
氣候變遷,4,2014
水稻,4,2014
牙周病,4,2014
牛樟芝,4,2014
物聯網,4,2014
生物膜,4,2014
砷,4,2014
糖尿病,4,2014
線蟲,4,2014
鄰苯二甲酸二(2-乙基己基)酯,4,2014
adc,3,2014
alzheimer’s disease,3,2014
blind channel estimation,3,2014
business model,3,2014
b型肝炎病毒,3,2014
c. elegans,3,2014
cataract,3,2014
cloud computing,3,2014
cmos,3,2014
collaborative attack,3,2014
credit card,3,2014
c型肝炎病毒,3,2014
database marketing,3,2014
dehp,3,2014
dendrite pruning,3,2014
digital convergence,3,2014
dram,3,2014
klebsiella pneumoniae,3,2014
led,3,2014
lie-group,3,2014
lithium-ion battery,3,2014
low power,3,2014
machine learning,3,2014
mergers and acquisitions,3,2014
object detection,3,2014
optical coherence tomography,3,2014
oral cancer,3,2014
periodontal disease,3,2014
piezoelectric,3,2014
power amplifier,3,2014
private equity fund,3,2014
rice,3,2014
scanning tunneling microscopy,3,2014
smart grid,3,2014
social enterprise,3,2014
steel industry,3,2014
stroke,3,2014
sweet potato,3,2014
tio2,3,2014
urban renewal,3,2014
zebrafish,3,2014
二硫化鉬,3,2014
亞黃嘌呤核酸,3,2014
"亞黃嘌呤核酸,脫胺作用",3,2014
"亞黃嘌呤核酸,脫胺作用,核酸修復",3,2014
低功耗,3,2014
信用卡,3,2014
公司治理,6,2015
水稻,6,2015
雲端運算,6,2015
big data,5,2015
cloud computing,5,2015
corporate governance,5,2015
rice,5,2015
surface plasmon resonance,5,2015
taiwan,5,2015
共同基金,5,2015
建築資訊模型,5,2015
微流道,5,2015
淺層溫能,5,2015
物聯網,5,2015
鋰離子電池,5,2015
aging,4,2015
alzheimer’s disease,4,2015
augmented reality,4,2015
breast cancer,4,2015
c. elegans,4,2015
climate change,4,2015
colon cancer,4,2015
core competence,4,2015
"graphene,chemical vapor deposition",4,2015
helicobacter pylori,4,2015
hepatitis b virus,4,2015
hepatitis c virus,4,2015
hiv,4,2015
lung cancer,4,2015
mergers and acquisitions,4,2015
osteoporosis,4,2015
self-assembly,4,2015
shallow geothermal energy,4,2015
乳癌,4,2015
動作辨識,4,2015
原子層沉積技術,4,2015
大腸癌,4,2015
巨量資料,4,2015
幽門螺旋桿菌,4,2015
推薦系統,4,2015
擴增實境,4,2015
有機太陽能電池,4,2015
有機發光二極體,4,2015
毫米波,4,2015
發光二極體,4,2015
"石墨烯,化學氣相沉積",4,2015
社會企業,4,2015
糖尿病,4,2015
綠建築,4,2015
線蟲,4,2015
老化,4,2015
肺癌,4,2015
表面電漿共振,4,2015
軟體測試,4,2015
阿茲海默症,4,2015
電子商務,4,2015
activity recognition,3,2015
alzheimer's disease,3,2015
android,3,2015
arsenic,3,2015
atomic layer deposition (ald),3,2015
automated optical inspection (aoi),3,2015
bim,3,2015
biosensor,3,2015
building information modeling,3,2015
business model,3,2015
b型肝炎病毒,3,2015
chitosan,3,2015
cmos,3,2015
computer security,3,2015
crowdfunding,3,2015
c型肝炎病毒,3,2015
deep learning,3,2015
diabetes,3,2015
e-commerce,3,2015
facebook,3,2015
graph drawing,3,2015
green building,3,2015
hbv,3,2015
"hepatitis c virus,ns5a",3,2015
inas,3,2015
internet of things,3,2015
li-ion battery,3,2015
metamaterial,3,2015
microdisk,3,2015
mos2,3,2015
mutual funds,3,2015
obesity,3,2015
physical design,3,2015
plant factory,3,2015
power amplifier,3,2015
renewable energy,3,2015
sharing economy,3,2015
software testing,3,2015
tuberculosis,3,2015
二硫化鉬,3,2015
人機互動,3,2015
低雜訊放大器,3,2015
併購,3,2015
克雷伯氏肺炎桿菌,3,2015
石墨烯,7,2016
第三方支付,7,2016
軟體定義網路,7,2016
3d printing,6,2016
arabidopsis,6,2016
epstein-barr virus,6,2016
internet of things,6,2016
millimeter wave,6,2016
software-defined networking,6,2016
spintronics,6,2016
企業社會責任,6,2016
商業模式,6,2016
毫米波,6,2016
阿茲海默症,6,2016
類比至數位轉換器,6,2016
3d列印,5,2016
aging,5,2016
bim,5,2016
corporate social responsibility,5,2016
hepatocellular carcinoma,5,2016
obesity,5,2016
power amplifier,5,2016
third-party payment,5,2016
功率放大器,5,2016
斑馬魚,5,2016
糖尿病,5,2016
老化,5,2016
肥胖,5,2016
"類比至數位轉換器,時間交錯式",5,2016
"類比至數位轉換器,時間交錯式,連續漸進式",5,2016
acute kidney injury,4,2016
analog-to-digital converter (adc),4,2016
autophagy,4,2016
biomineralization,4,2016
breast cancer,4,2016
china,4,2016
corporate governance,4,2016
detrital zircon,4,2016
diabetes,4,2016
facebook,4,2016
fluorescence,4,2016
head and neck cancer,4,2016
heterogeneous computing,4,2016
ischemic stroke,4,2016
lithium-ion battery,4,2016
mobile payment,4,2016
perovskite,4,2016
"physical design,placement",4,2016
rice,4,2016
schizophrenia,4,2016
supercapacitor,4,2016
typhoon,4,2016
中國,4,2016
乳癌,4,2016
併購,4,2016
公司治理,4,2016
南海,4,2016
"實體設計,電路擺置",4,2016
微流道,4,2016
思覺失調症,4,2016
水稻,4,2016
生物礦化,4,2016
碎屑鋯石,4,2016
自旋電子學,4,2016
虛擬實境,4,2016
螢光,4,2016
行動支付,4,2016
鈣鈦礦,4,2016
鋰離子電池,4,2016
"類比至數位轉換器,時間交錯式,連續漸進式,高速",4,2016
風力發電,4,2016
鼻咽癌,4,2016
"acute kidney injury,chronic kidne...",3,2016
alzheimer’s disease,3,2016
analog-to-digital converter (adc)...,3,2016
analog-to-digital converter (adc)...,3,2016
analog-to-digital converter (adc)...,3,2016
analog-to-digital converter (adc)...,3,2016
android,3,2016
"arabidopsis,histone deacetylases",3,2016
autism spectrum disorder,3,2016
auv,3,2016
bitcoin,3,2016
c. elegans,3,2016
cancer,3,2016
capacitive deionization,3,2016
chemical lift-off lithography,3,2016
chronic kidney disease,3,2016
climate change,3,2016
c型肝炎病毒,3,2016
deep learning,3,2016
"detrital zircon,u-pb dating",3,2016
e-commerce platform,3,2016
eb 病毒,3,2016
eb病毒,3,2016
electrophoresis,3,2016
electrospinning,3,2016
emerging contaminants,3,2016
fintech,3,2016
giardia lamblia,3,2016
organic light-emitting diode,7,2017
surface plasmon resonance,7,2017
氣候變遷,7,2017
社會企業,7,2017
超音波,7,2017
鋰離子電池,7,2017
blockchain,6,2017
breast cancer,6,2017
pitaya,6,2017
social enterprise,6,2017
ultrasound,6,2017
紅龍果,6,2017
阿拉伯芥,6,2017
alzheimer’s disease,5,2017
colorectal cancer,5,2017
deep learning,5,2017
machine learning,5,2017
mobile payment,5,2017
social media,5,2017
乳癌,5,2017
區塊鏈,5,2017
可見光通訊,5,2017
實體設計,5,2017
工業4.0,5,2017
推薦系統,5,2017
深度學習,5,2017
肝細胞癌,5,2017
食品安全,5,2017
aging,4,2017
arabidopsis,4,2017
atrial fibrillation,4,2017
bim,4,2017
concrete,4,2017
corporate governance,4,2017
e-commerce,4,2017
food safety,4,2017
ganoderma formosanum,4,2017
hepatitis b virus,4,2017
massive mimo,4,2017
parkinson’s disease,4,2017
physical design,4,2017
schizophrenia,4,2017
shallow geothermal energy,4,2017
surface plasmon,4,2017
taiwan,4,2017
virtual reality,4,2017
企業社會責任,4,2017
公共工程,4,2017
公司治理,4,2017
卷積神經網路,4,2017
心房顫動,4,2017
思覺失調症,4,2017
擴增實境,4,2017
機器學習,4,2017
毫米波,4,2017
氮化鎵,4,2017
混凝土,4,2017
細懸浮微粒,4,2017
表面電漿子,4,2017
表面電漿子共振,4,2017
護理人員,4,2017
軟體定義網路,4,2017
鈣鈦礦太陽能電池,4,2017
電子商務,4,2017
augmented reality,3,2017
autism spectrum disorder,3,2017
biodiesel,3,2017
b型肝炎病毒,3,2017
candida albicans,3,2017
candida tropicalis,3,2017
capacitive deionization,3,2017
capital structure,3,2017
chitosan,3,2017
conjoint analysis,3,2017
convolutional neural network,3,2017
"deep learning,convolutional neura...",3,2017
depression,3,2017
dongsha island,3,2017
"dongsha island,lagoon",3,2017
electrospinning,3,2017
game theory,3,2017
hepatocellular carcinoma,3,2017
humanoid robot,3,2017
image segmentation,3,2017
industry 4.0,3,2017
insurtech,3,2017
life insurance,3,2017
lithium-ion battery,3,2017
lung cancer,3,2017
multi-label classification,3,2017
obesity,3,2017
oral cancer,3,2017
organizational change,3,2017
pancreatic cancer,3,2017
pentiptycene,3,2017
perfluoroalkyl substances,3,2017
perovskite solar cell,3,2017
photodynamic therapy,3,2017
platform,3,2017
pzt,3,2017
金融科技,9,2018
阿茲海默症,9,2018
alzheimer’s disease,8,2018
graphene,8,2018
sharing economy,8,2018
eb病毒,7,2018
physical design,7,2018
企業社會責任,7,2018
實體設計,7,2018
電子商務,7,2018
action recognition,6,2018
convolutional neural network,6,2018
corporate social responsibility,6,2018
e-commerce,6,2018
food safety,6,2018
lung cancer,6,2018
oled,6,2018
併購,6,2018
動作辨識,6,2018
卷積神經網路,6,2018
大腸直腸癌,6,2018
水稻,6,2018
流感病毒,6,2018
aging,5,2018
artificial intelligence,5,2018
autophagy,5,2018
breast cancer,5,2018
colorectal cancer,5,2018
c型肝炎病毒,5,2018
iot,5,2018
mobile payment,5,2018
molecular dynamics,5,2018
social media,5,2018
staphylococcus aureus,5,2018
virtual reality,5,2018
乳癌,5,2018
人工智慧,5,2018
壓電材料,5,2018
工業4.0,5,2018
社群媒體,5,2018
糖尿病,5,2018
細胞自噬,5,2018
組織變革,5,2018
肥胖,5,2018
肺癌,5,2018
虛擬實境,5,2018
金黃色葡萄球菌,5,2018
鋰離子電池,5,2018
非小細胞肺癌,5,2018
食品安全,5,2018
antrodia cinnamomea,4,2018
bim,4,2018
b型肝炎,4,2018
electrochromic device,4,2018
expanding genetic code,4,2018
family business,4,2018
hepatitis b,4,2018
hepatitis c virus,4,2018
image processing,4,2018
industry 4.0,4,2018
influenza virus,4,2018
internet of things,4,2018
"machine learning,deep learning",4,2018
neuroblastoma,4,2018
nsclc,4,2018
obesity,4,2018
perovskite solar cell,4,2018
pm2.5,4,2018
rice,4,2018
家族企業,4,2018
推薦系統,4,2018
牛樟芝,4,2018
神經母細胞瘤,4,2018
鈣鈦礦太陽能電池,4,2018
電致色變元件,4,2018
高齡者,4,2018
5g,3,2018
acute kidney injury,3,2018
aedes aegypti,3,2018
arabidopsis,3,2018
atherosclerosis,3,2018
augmented reality,3,2018
banana,3,2018
bcg 矩陣,3,2018
"blockchain,smart contract",3,2018
b型肝炎病毒,3,2018
cancer,3,2018
climate change,3,2018
corporate governance,3,2018
data mining,3,2018
dementia,3,2018
diabetes mellitus,3,2018
diffusiophoresis,3,2018
drinking water,3,2018
ebv,3,2018
electrospinning,3,2018
epstein-barr virus,3,2018
fair trade act,3,2018
fashion,3,2018
finite element method,3,2018
人工智慧,7,2019
企業社會責任,7,2019
口腔癌,7,2019
阿茲海默症,7,2019
corporate social responsibility,6,2019
graphene,6,2019
social media,6,2019
乳癌,6,2019
大腸直腸癌,6,2019
石墨烯,6,2019
5g,5,2019
artificial intelligence,5,2019
atherosclerosis,5,2019
autonomous vehicle,5,2019
computer vision,5,2019
convolutional neural network,5,2019
ifrs 17,5,2019
lithium-ion battery,5,2019
mergers and acquisitions,5,2019
surface plasmon,5,2019
tuberculosis,5,2019
卷積神經網路,5,2019
水稻,5,2019
物聯網,5,2019
癌症,5,2019
社群媒體,5,2019
結核病,5,2019
表面電漿子,5,2019
鎖相迴路,5,2019
阿拉伯芥,5,2019
aging,4,2019
alzheimer’s disease,4,2019
arsenic,4,2019
cardiovascular disease,4,2019
cmos,4,2019
e-commerce,4,2019
electrospinning,4,2019
hepatocellular carcinoma,4,2019
internet of things,4,2019
"machine learning,deep learning",4,2019
obesity,4,2019
pancreatic cancer,4,2019
perovskite,4,2019
phase-locked loop,4,2019
physical design,4,2019
piezoelectric energy harvester,4,2019
piezoelectric energy harvesting,4,2019
private equity,4,2019
taiwan,4,2019
二硫化鉬,4,2019
企業併購,4,2019
併購,4,2019
公司治理,4,2019
原子力顯微鏡,4,2019
壓電能量採集器,4,2019
實體設計,4,2019
惡意程式,4,2019
砷,4,2019
糖尿病,4,2019
肥胖,4,2019
自然語言處理,4,2019
自駕車,4,2019
表面電漿子共振,4,2019
超音波,4,2019
電子商務,4,2019
電腦視覺,4,2019
3d printing,3,2019
aedes aegypti,3,2019
"alzheimer’s disease,amyloid-β",3,2019
arabidopsis,3,2019
bayesian analysis,3,2019
beps,3,2019
cancer,3,2019
cerebral palsy,3,2019
climate change,3,2019
cmos-mems,3,2019
"computer vision,deep learning",3,2019
consumer behavior,3,2019
corporate governance,3,2019
cten,3,2019
diffusion spectrum imaging,3,2019
digital economy,3,2019
edge computing,3,2019
elderly,3,2019
fdi,3,2019
fog computing,3,2019
interior design,3,2019
ischemic stroke,3,2019
low-value care,3,2019
lung cancer,3,2019
malware,3,2019
mercury,3,2019
mitochondria,3,2019
natural language processing,3,2019
neuroblastoma,3,2019
pentiptycene,3,2019
reinforcement learning,3,2019
renewable energy,3,2019
rice,3,2019
robo-advisor,3,2019
5g,6,2020
breast cancer,6,2020
business plan,6,2020
e-commerce,6,2020
microfluidics,6,2020
virtual reality,6,2020
乳癌,6,2020
人工智慧,6,2020
autonomous vehicle,5,2020
climate change,5,2020
colorectal cancer,5,2020
computer vision,5,2020
fintech,5,2020
lung cancer,5,2020
natural language processing,5,2020
social media,5,2020
二維材料,5,2020
肺癌,5,2020
表面電漿子共振,5,2020
金融科技,5,2020
鈣鈦礦,5,2020
鋰離子電池,5,2020
電腦視覺,5,2020
aedes aegypti,4,2020
aging,4,2020
antrodia cinnamomea,4,2020
artificial intelligence,4,2020
cmos,4,2020
convolutional neural network,4,2020
none,4,2020
perovskite,4,2020
plant factory,4,2020
surface plasmon resonance,4,2020
卷積神經網路,4,2020
原子力顯微鏡,4,2020
土石流,4,2020
大腸直腸癌,4,2020
微流道,4,2020
心血管疾病,4,2020
氣候變遷,4,2020
營業秘密,4,2020
牛樟芝,4,2020
物聯網,4,2020
社群媒體,4,2020
糖尿病,4,2020
鋼筋混凝土,4,2020
鎖相迴路,4,2020
阿茲海默症,4,2020
alzheimer’s disease,3,2020
anomaly detection,3,2020
autophagy,3,2020
candida albicans,3,2020
china,3,2020
debris flow,3,2020
electric vehicle,3,2020
empathy,3,2020
gastric cancer,3,2020
generative adversarial network,3,2020
graphene,3,2020
heart failure,3,2020
internet of things,3,2020
legal history,3,2020
"machine learning,neural network",3,2020
mergers and acquisitions,3,2020
microplasma,3,2020
next generation sequencing,3,2020
non-gaap earnings,3,2020
nrip,3,2020
optical coherence tomography,3,2020
phase-locked loop,3,2020
probiotics,3,2020
reinforced concrete,3,2020
risk perception,3,2020
sarcopenia,3,2020
semantic segmentation,3,2020
semiconductor,3,2020
semiconductor industry,3,2020
trade secret,3,2020
web testing,3,2020
wind turbine,3,2020
中國,3,2020
互補式金屬氧化物半導體,3,2020
光學同調斷層掃描術,3,2020
創新,3,2020
半導體,3,2020
半導體產業,3,2020
同理心,3,2020
咖啡,3,2020
埃及斑蚊,3,2020
太陽能,3,2020
家族企業,3,2020
微電漿,3,2020
有機發光二極體,3,2020
植物工廠,3,2020
機構投資人,3,2020
正交分頻多工,3,2020
水稻,3,2020
法律史,3,2020
發光二極體,3,2020
益生菌,3,2020
"chronic schizophrenia,remotivation",2,2021
"chronic schizophrenia,remotivatio...",2,2021
"chronic schizophrenia,remotivatio...",2,2021
"chronic schizophrenia,remotivatio...",2,2021
"chronic schizophrenia,remotivatio...",2,2021
cms,2,2021
convolutional neural networks,2,2021
copd,2,2021
depression,2,2021
digital transformation,2,2021
fft,2,2021
food safety,2,2021
graphene,2,2021
micro piezoelectric energy harvester,2,2021
micro piezoelectric energy harves...,2,2021
micro piezoelectric energy harves...,2,2021
micro piezoelectric energy harves...,2,2021
micro piezoelectric energy harves...,2,2021
nondestructive testing,2,2021
none,2,2021
physical design,2,2021
"physical design,placement",2,2021
pichia pastoris,2,2021
quantum computing,2,2021
quantum process tomography,2,2021
"quantum process tomography,random...",2,2021
"quantum process tomography,random...",2,2021
"quantum process tomography,random...",2,2021
rotating packed bed,2,2021
tomato,2,2021
區塊鏈,2,2021
卷積類神經網路,2,2021
大腸直腸癌,2,2021
"實體設計,電路擺置",2,2021
微型壓電能量擷取器,2,2021
"微型壓電能量擷取器,共振頻率調整",2,2021
"微型壓電能量擷取器,共振頻率調整,真空封裝",2,2021
"微型壓電能量擷取器,共振頻率調整,真空封裝,壓電材料",2,2021
"微型壓電能量擷取器,共振頻率調整,真空封裝,壓電材料,氣膠沉積法",2,2021
快速傅立葉轉換,2,2021
慢性思覺失調症,2,2021
"慢性思覺失調症,動機再促進",2,2021
"慢性思覺失調症,動機再促進,意志",2,2021
"慢性思覺失調症,動機再促進,意志,憂鬱",2,2021
"慢性思覺失調症,動機再促進,意志,憂鬱,焦慮",2,2021
"慢性思覺失調症,動機再促進,意志,憂鬱,焦慮,人類職能模式",2,2021
憂鬱症,2,2021
推薦系統,2,2021
數位轉型,2,2021
旋轉填充床,2,2021
水稻,2,2021
番茄,2,2021
石墨烯,2,2021
第一原理計算,2,2021
群眾外包,2,2021
量子計算,2,2021
量子過程解析,2,2021
"量子過程解析,隨機標竿分析法",2,2021
"量子過程解析,隨機標竿分析法,量子邏輯閘操作",2,2021
"量子過程解析,隨機標竿分析法,量子邏輯閘操作,量子閘保真度",2,2021
雙基地多輸入多輸出雷達,2,2021
風力發電,2,2021
#metoo,1,2021
"#metoo,sexual violence myth",1,2021
"#metoo,sexual violence myth,rape ...",1,2021
"#metoo,sexual violence myth,rape ...",1,2021
"#metoo,sexual violence myth,rape ...",1,2021
"#metoo,性暴力迷思",1,2021
"#metoo,性暴力迷思,強暴迷思",1,2021
"#metoo,性暴力迷思,強暴迷思,女性主義",1,2021
"#metoo,性暴力迷思,強暴迷思,女性主義,反迷思",1,2021
2d material,1,2021
"2d material,graphene",1,2021
3d beam switching,1,2021
"3d beam switching,reconfigurable ...",1,2021
"3d beam switching,reconfigurable ...",1,2021
"3d beam switching,reconfigurable ...",1,2021
"3d beam switching,reconfigurable ...",1,2021
3d human pose and shape estimation,1,2021
3d human pose and shape estimatio...,1,2021
3d human pose and shape estimatio...,1,2021
3d printing,1,2021
"3d printing,vascularized engineering",1,2021
"3d printing,vascularized engineer...",1,2021
"3d printing,vascularized engineer...",1,2021
"3d printing,vascularized engineer...",1,2021
"3d printing,vascularized engineer...",1,2021
3d 列印,1,2021
"3d 列印,血管化組織工程",1,2021
"3d 列印,血管化組織工程,自癒合水凝膠",1,2021
"3d 列印,血管化組織工程,自癒合水凝膠,葡萄糖敏感",1,2021
"3d 列印,血管化組織工程,自癒合水凝膠,葡萄糖敏感,聚異丙基丙烯醯胺",1,2021
"3d 列印,血管化組織工程,自癒合水凝膠,葡萄糖敏感,聚異丙基丙烯...",1,2021
5g industry,1,2021
"5g industry,porter's five forces ...",1,2021
"5g industry,porter's five forces ...",1,2021
"5g industry,porter's five forces ...",1,2021
"5g industry,porter's five forces ...",1,2021
"5g,cmos",1,2021
"5g,cmos,power amplifier",1,2021
artificial intelligence,5,2022
climate change,5,2022
none,5,2022
sars-cov-2,5,2022
氣候變遷,5,2022
esg,4,2022
graphene,4,2022
lung cancer,4,2022
taiwan,4,2022
區塊鏈,4,2022
外泌體,4,2022
擴增實境,4,2022
有機發光二極體,4,2022
水稻,4,2022
肺癌,4,2022
arabidopsis,3,2022
asthma,3,2022
blockchain,3,2022
dementia,3,2022
elderly,3,2022
long-term care,3,2022
metaverse,3,2022
microplasma,3,2022
neurodegenerative diseases,3,2022
nft,3,2022
obesity,3,2022
orthogonal time frequency space m...,3,2022
social media,3,2022
software-based self-test,3,2022
telemedicine,3,2022
